time,power
1900-01-01 00:00:00,28.101853592510437
1900-01-01 00:05:00,29.226040530886948
1900-01-01 00:10:00,30.631274203857572
1900-01-01 00:15:00,31.099685428181132
1900-01-01 00:20:00,31.099685428181132
1900-01-01 00:25:00,31.099685428181132
1900-01-01 00:30:00,31.099685428181132
1900-01-01 00:35:00,30.631274203857572
1900-01-01 00:40:00,29.8818162449399
1900-01-01 00:45:00,29.8818162449399
1900-01-01 00:50:00,28.570264816833983
1900-01-01 00:55:00,28.570264816833983
1900-01-01 01:00:00,27.258713388728054
1900-01-01 01:05:00,25.99400308305448
1900-01-01 01:10:00,25.99400308305448
1900-01-01 01:15:00,23.74562920630146
1900-01-01 01:20:00,23.74562920630146
1900-01-01 01:25:00,21.07568522765726
1900-01-01 01:30:00,18.78047022847187
1900-01-01 01:35:00,18.78047022847187
1900-01-01 01:40:00,16.578937474151218
1900-01-01 01:45:00,16.578937474151218
1900-01-01 01:50:00,14.330563597398196
1900-01-01 01:55:00,12.363236455239317
1900-01-01 02:00:00,12.363236455239317
1900-01-01 02:05:00,11.004843904701033
1900-01-01 02:10:00,11.004843904701033
1900-01-01 02:15:00,10.068021456053941
1900-01-01 02:20:00,9.599610231730395
1900-01-01 02:25:00,9.599610231730395
1900-01-01 02:30:00,9.03751676254214
1900-01-01 02:35:00,9.03751676254214
1900-01-01 02:40:00,8.381741048489175
1900-01-01 02:45:00,7.913329824165643
1900-01-01 02:50:00,7.913329824165643
1900-01-01 02:55:00,7.444918599842083
1900-01-01 03:00:00,7.444918599842083
1900-01-01 03:05:00,7.117030742815601
1900-01-01 03:10:00,6.648619518492069
1900-01-01 03:15:00,6.648619518492069
1900-01-01 03:20:00,6.273890539033218
1900-01-01 03:25:00,6.273890539033218
1900-01-01 03:30:00,6.180208294168509
1900-01-01 03:35:00,6.180208294168509
1900-01-01 03:40:00,6.180208294168509
1900-01-01 03:45:00,6.5549372736273455
1900-01-01 03:50:00,6.5549372736273455
1900-01-01 03:55:00,6.9296662530861965
1900-01-01 04:00:00,7.0233484979508916
1900-01-01 04:05:00,7.0233484979508916
1900-01-01 04:10:00,7.0233484979508916
1900-01-01 04:15:00,7.0233484979508916
1900-01-01 04:20:00,6.742301763356764
1900-01-01 04:25:00,6.461255028762636
1900-01-01 04:30:00,6.461255028762636
1900-01-01 04:35:00,6.648619518492069
1900-01-01 04:40:00,6.648619518492069
1900-01-01 04:45:00,6.461255028762636
1900-01-01 04:50:00,6.227049416600877
1900-01-01 04:55:00,6.227049416600877
1900-01-01 05:00:00,6.180208294168509
1900-01-01 05:05:00,6.180208294168509
1900-01-01 05:10:00,6.273890539033218
1900-01-01 05:15:00,6.461255028762636
1900-01-01 05:20:00,6.461255028762636
1900-01-01 05:25:00,6.414413906330282
1900-01-01 05:30:00,6.414413906330282
1900-01-01 05:35:00,5.852320437142026
1900-01-01 05:40:00,5.39327743730496
1900-01-01 05:45:00,5.39327743730496
1900-01-01 05:50:00,5.290226967953771
1900-01-01 05:55:00,5.290226967953771
1900-01-01 06:00:00,5.056021355792012
1900-01-01 06:05:00,4.8686568660625795
1900-01-01 06:10:00,4.8686568660625795
1900-01-01 06:15:00,5.056021355792012
1900-01-01 06:20:00,5.056021355792012
1900-01-01 06:25:00,5.056021355792012
1900-01-01 06:30:00,4.681292376333175
1900-01-01 06:35:00,4.681292376333175
1900-01-01 06:40:00,4.400245641739048
1900-01-01 06:45:00,4.400245641739048
1900-01-01 06:50:00,3.8381521725507923
1900-01-01 06:55:00,3.994289247325298
1900-01-01 07:00:00,3.994289247325298
1900-01-01 07:05:00,4.306563396874324
1900-01-01 07:10:00,4.306563396874324
1900-01-01 07:15:00,4.493927886603757
1900-01-01 07:20:00,4.16604002957726
1900-01-01 07:25:00,4.16604002957726
1900-01-01 07:30:00,4.16604002957726
1900-01-01 07:35:00,3.3697409482272462
1900-01-01 07:40:00,3.3697409482272462
1900-01-01 07:45:00,3.7913110501184377
1900-01-01 07:50:00,3.7913110501184377
